trial_id,loss,accuracy,f1_score,precision,recall,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config/lr,config/batch_size,config/epochs,config/freeze,config/model,config/with_mlp
9ac02_00000,0.7072179419362646,48.717948717948715,0.49579831932773105,0.5042735042735043,0.48760330578512395,162.59015274047852,True,,,10,6c59c91665734238ad29fa2b7f08de22,2023-01-12_17-00-11,1673532011,1638.0065653324127,18260,DESKTOP-G9R02TV,127.0.0.1,1638.0065653324127,0,10,0.0,"0_batch_size=2,freeze=True,lr=0.0005,model=resnet152,with_mlp=False",0.0005,2,10,True,resnet152,False
9ac02_00001,0.6835747091179221,54.27350427350427,0.5327510917030568,0.5648148148148148,0.5041322314049587,103.58954119682312,True,,,10,4341fb6bb7c04707be8ea85b2bd7d9dd,2023-01-12_17-17-33,1673533053,1037.174055814743,21912,DESKTOP-G9R02TV,127.0.0.1,1037.174055814743,0,10,0.0,"1_batch_size=4,freeze=True,lr=0.0005,model=resnet152,with_mlp=False",0.0005,4,10,True,resnet152,False
9ac02_00002,1.2965316120375934,65.38461538461539,0.5371428571428571,0.8703703703703703,0.3884297520661157,76.361825466156,True,,,10,6e16e21abc1f495fbdc77fa2e247f889,2023-01-12_17-30-23,1673533823,765.2817525863647,17992,DESKTOP-G9R02TV,127.0.0.1,765.2817525863647,0,10,0.0,"2_batch_size=8,freeze=True,lr=0.0005,model=resnet152,with_mlp=False",0.0005,8,10,True,resnet152,False
9ac02_00003,1.0659563765566573,51.70940170940172,0.6798866855524079,0.5172413793103449,0.9917355371900827,163.6124930381775,True,,,10,1b0a457aff514e65a9570996a2e95fb9,2023-01-12_17-57-42,1673535462,1634.4475553035736,14700,DESKTOP-G9R02TV,127.0.0.1,1634.4475553035736,0,10,0.0,"3_batch_size=2,freeze=False,lr=0.0005,model=resnet152,with_mlp=False",0.0005,2,10,False,resnet152,False
9ac02_00004,1.2436228695078793,59.82905982905983,0.42682926829268286,0.813953488372093,0.2892561983471074,103.26011562347412,True,,,10,565788bb77414257b8ab1496de6c54a2,2023-01-12_18-14-59,1673536499,1032.3052773475647,23088,DESKTOP-G9R02TV,127.0.0.1,1032.3052773475647,0,10,0.0,"4_batch_size=4,freeze=False,lr=0.0005,model=resnet152,with_mlp=False",0.0005,4,10,False,resnet152,False
9ac02_00005,1.1703273414546609,53.41880341880342,0.5240174672489083,0.5555555555555556,0.49586776859504134,76.81259846687317,True,,,10,9af97328f43445969cdef6f4dda0c16e,2023-01-12_18-27-51,1673537271,768.1391191482544,25484,DESKTOP-G9R02TV,127.0.0.1,768.1391191482544,0,10,0.0,"5_batch_size=8,freeze=False,lr=0.0005,model=resnet152,with_mlp=False",0.0005,8,10,False,resnet152,False
9ac02_00006,1.235815194936899,62.39316239316239,0.5963302752293577,0.6701030927835051,0.5371900826446281,163.3147737979889,True,,,10,a9a1cb24790346f89cff0a488fc934bc,2023-01-12_18-55-13,1673538913,1637.6459519863129,2576,DESKTOP-G9R02TV,127.0.0.1,1637.6459519863129,0,10,0.01562047004699707,"6_batch_size=2,freeze=True,lr=0.0001,model=resnet152,with_mlp=False",0.0001,2,10,True,resnet152,False
9ac02_00007,1.3503116705478766,61.111111111111114,0.6539923954372623,0.6056338028169014,0.7107438016528925,104.1592276096344,True,,,10,5ccf0595017845dc8c9944727bdac694,2023-01-12_19-12-31,1673539951,1033.4685835838318,24620,DESKTOP-G9R02TV,127.0.0.1,1033.4685835838318,0,10,0.0,"7_batch_size=4,freeze=True,lr=0.0001,model=resnet152,with_mlp=False",0.0001,4,10,True,resnet152,False
9ac02_00008,1.5426554883647168,60.68376068376068,0.6891891891891891,0.5828571428571429,0.8429752066115702,76.53266739845276,True,,,10,61d210220605411caa608062fad4f1ac,2023-01-12_19-25-22,1673540722,766.055673122406,24204,DESKTOP-G9R02TV,127.0.0.1,766.055673122406,0,10,0.0,"8_batch_size=8,freeze=True,lr=0.0001,model=resnet152,with_mlp=False",0.0001,8,10,True,resnet152,False
9ac02_00009,1.3276189820379274,65.8119658119658,0.5918367346938774,0.7733333333333333,0.4793388429752066,164.0512399673462,True,,,10,bbeaa0f62f9242b690571412dc52899b,2023-01-12_19-52-42,1673542362,1635.0975942611694,23884,DESKTOP-G9R02TV,127.0.0.1,1635.0975942611694,0,10,0.0,"9_batch_size=2,freeze=False,lr=0.0001,model=resnet152,with_mlp=False",0.0001,2,10,False,resnet152,False
9ac02_00010,1.1802360339042468,66.23931623931624,0.639269406392694,0.7142857142857143,0.5785123966942148,102.97175216674805,True,,,10,b83b144bee9a4498a118bf7305f84d1c,2023-01-12_20-10-09,1673543409,1042.0151290893555,23812,DESKTOP-G9R02TV,127.0.0.1,1042.0151290893555,0,10,0.0,"10_batch_size=4,freeze=False,lr=0.0001,model=resnet152,with_mlp=False",0.0001,4,10,False,resnet152,False
9ac02_00011,1.4846145760299814,65.8119658119658,0.6491228070175438,0.6915887850467289,0.6115702479338843,75.93911576271057,True,,,10,2fcac8e4c96f4b0384572c2517a08bf1,2023-01-12_20-22-59,1673544179,765.8541994094849,26524,DESKTOP-G9R02TV,127.0.0.1,765.8541994094849,0,10,0.0,"11_batch_size=8,freeze=False,lr=0.0001,model=resnet152,with_mlp=False",0.0001,8,10,False,resnet152,False
9ac02_00012,1.5483548417050614,54.700854700854705,0.4646464646464646,0.5974025974025974,0.38016528925619836,164.3542332649231,True,,,10,92e8ebb77323447dbf803db32acefe54,2023-01-12_20-50-21,1673545821,1636.8694925308228,3144,DESKTOP-G9R02TV,127.0.0.1,1636.8694925308228,0,10,0.015594005584716797,"12_batch_size=2,freeze=True,lr=0.0001,model=resnet152,with_mlp=False",5e-05,2,10,True,resnet152,False
9ac02_00013,1.3346664559127939,59.401709401709404,0.6387832699619772,0.5915492957746479,0.6942148760330579,102.83564305305481,True,,,10,38221d7fb24443528909b926602d71ac,2023-01-12_21-07-36,1673546856,1030.3662931919098,25516,DESKTOP-G9R02TV,127.0.0.1,1030.3662931919098,0,10,0.0,"13_batch_size=4,freeze=True,lr=0.0001,model=resnet152,with_mlp=False",5e-05,4,10,True,resnet152,False
9ac02_00014,1.0235318566998866,60.68376068376068,0.6134453781512605,0.6239316239316239,0.6033057851239669,76.38999009132385,True,,,10,1fd7617a2b104cc3bc9140ec87bf9a54,2023-01-12_21-20-27,1673547627,765.8893620967865,14884,DESKTOP-G9R02TV,127.0.0.1,765.8893620967865,0,10,0.0,"14_batch_size=8,freeze=True,lr=0.0001,model=resnet152,with_mlp=False",5e-05,8,10,True,resnet152,False
9ac02_00015,1.3894217727530715,56.837606837606835,0.5511111111111111,0.5961538461538461,0.512396694214876,163.6166558265686,True,,,10,39223e4518e14e56b77493293790e84b,2023-01-12_21-47-49,1673549269,1637.5088827610016,18260,DESKTOP-G9R02TV,127.0.0.1,1637.5088827610016,0,10,0.0,"15_batch_size=2,freeze=False,lr=0.0001,model=resnet152,with_mlp=False",5e-05,2,10,False,resnet152,False
9ac02_00016,1.2354832836705396,55.12820512820513,0.5454545454545454,0.5727272727272728,0.5206611570247934,104.7350549697876,True,,,10,7c7fb81063384d898c7784c5206df529,2023-01-12_22-05-16,1673550316,1042.8640158176422,2408,DESKTOP-G9R02TV,127.0.0.1,1042.8640158176422,0,10,0.0,"16_batch_size=4,freeze=False,lr=0.0001,model=resnet152,with_mlp=False",5e-05,4,10,False,resnet152,False
9ac02_00017,1.216624724559295,60.68376068376068,0.5964912280701754,0.6355140186915887,0.5619834710743802,76.18433690071106,True,,,10,bce74ab50b894b709be1a27e3b90d8c1,2023-01-12_22-18-08,1673551088,765.5193657875061,24004,DESKTOP-G9R02TV,127.0.0.1,765.5193657875061,0,10,0.0,"17_batch_size=8,freeze=False,lr=0.0001,model=resnet152,with_mlp=False",5e-05,8,10,False,resnet152,False
9ac02_00018,1.1601421649639423,55.55555555555556,0.49019607843137253,0.6024096385542169,0.4132231404958678,164.30932235717773,True,,,10,9b96af0f717c4050abf3010288fdbc55,2023-01-12_22-45-28,1673552728,1635.3499636650085,24948,DESKTOP-G9R02TV,127.0.0.1,1635.3499636650085,0,10,0.0,"18_batch_size=2,freeze=True,lr=0.0000,model=resnet152,with_mlp=False",1e-05,2,10,True,resnet152,False
9ac02_00019,0.8738628289638422,59.82905982905983,0.5523809523809524,0.651685393258427,0.4793388429752066,103.42305564880371,True,,,10,ceb91bf469994a318fbc2cb67bfc6115,2023-01-12_23-02-46,1673553766,1033.6375658512115,17848,DESKTOP-G9R02TV,127.0.0.1,1033.6375658512115,0,10,0.0,"19_batch_size=4,freeze=True,lr=0.0000,model=resnet152,with_mlp=False",1e-05,4,10,True,resnet152,False
9ac02_00020,0.853502452882946,61.965811965811966,0.593607305936073,0.6632653061224489,0.5371900826446281,76.47709536552429,True,,,10,dfeb928157bf4f46bc215fc6c7d62c76,2023-01-12_23-15-39,1673554539,768.6841886043549,1628,DESKTOP-G9R02TV,127.0.0.1,768.6841886043549,0,10,0.0,"20_batch_size=8,freeze=True,lr=0.0000,model=resnet152,with_mlp=False",1e-05,8,10,True,resnet152,False
9ac02_00021,0.8118610219058827,62.39316239316239,0.6422764227642277,0.632,0.6528925619834711,163.09126234054565,True,,,10,1be884e9f9874012b2b2f6df0caeccee,2023-01-12_23-42-58,1673556178,1633.3429191112518,25844,DESKTOP-G9R02TV,127.0.0.1,1633.3429191112518,0,10,0.0,"21_batch_size=2,freeze=False,lr=0.0000,model=resnet152,with_mlp=False",1e-05,2,10,False,resnet152,False
9ac02_00022,0.9537468934670473,58.54700854700855,0.48128342245989303,0.6818181818181818,0.371900826446281,102.03564357757568,True,,,10,6ffcb4aa884b4b0bb7f46daf78768a8c,2023-01-13_00-00-15,1673557215,1032.7174952030182,21632,DESKTOP-G9R02TV,127.0.0.1,1032.7174952030182,0,10,0.0,"22_batch_size=4,freeze=False,lr=0.0000,model=resnet152,with_mlp=False",1e-05,4,10,False,resnet152,False
9ac02_00023,0.8117940527761084,61.111111111111114,0.6160337552742615,0.6293103448275862,0.6033057851239669,76.54776334762573,True,,,10,2341c95a8ef94e6fab6c8426c5b8c4b2,2023-01-13_00-13-07,1673557987,767.5035996437073,10880,DESKTOP-G9R02TV,127.0.0.1,767.5035996437073,0,10,0.0,"23_batch_size=8,freeze=False,lr=0.0000,model=resnet152,with_mlp=False",1e-05,8,10,False,resnet152,False
9ac02_00024,0.7003178392720019,61.965811965811966,0.6666666666666666,0.6095890410958904,0.7355371900826446,67.7383930683136,True,,,10,983c518197464acd99621115e63bdec0,2023-01-13_00-24-35,1673558675,683.4406700134277,25884,DESKTOP-G9R02TV,127.0.0.1,683.4406700134277,0,10,0.0,"24_batch_size=2,freeze=True,lr=0.0005,model=vgg19,with_mlp=False",0.0005,2,10,True,vgg19,False
9ac02_00025,0.6488487048026843,66.23931623931624,0.582010582010582,0.8088235294117647,0.45454545454545453,64.73389554023743,True,,,10,77f9a76d1fc641a58fb4d3db439ba16e,2023-01-13_00-35-31,1673559331,651.260491847992,25692,DESKTOP-G9R02TV,127.0.0.1,651.260491847992,0,10,0.0,"25_batch_size=4,freeze=True,lr=0.0005,model=vgg19,with_mlp=False",0.0005,4,10,True,vgg19,False
9ac02_00026,0.6326528695913461,67.52136752136752,0.6122448979591837,0.8,0.49586776859504134,55.52218151092529,True,,,10,b90337da24f64c938e71cd7d481527b1,2023-01-13_00-44-54,1673559894,559.2817678451538,1308,DESKTOP-G9R02TV,127.0.0.1,559.2817678451538,0,10,0.015594720840454102,"26_batch_size=8,freeze=True,lr=0.0005,model=vgg19,with_mlp=False",0.0005,8,10,True,vgg19,False
9ac02_00027,0.6996128701756144,48.29059829059829,0.0,1.0,0.0,79.86219692230225,True,,,10,b9cc8636b9784c0aad585478339ce983,2023-01-13_00-58-18,1673560698,799.3817698955536,6056,DESKTOP-G9R02TV,127.0.0.1,799.3817698955536,0,10,0.0,"27_batch_size=2,freeze=False,lr=0.0005,model=vgg19,with_mlp=False",0.0005,2,10,False,vgg19,False
9ac02_00028,0.6931297106620593,51.70940170940172,0.6816901408450705,0.5170940170940171,1.0,68.5863630771637,True,,,10,918c2d2ad1a34c41925f418424bf0758,2023-01-13_01-09-49,1673561389,686.6631803512573,25488,DESKTOP-G9R02TV,127.0.0.1,686.6631803512573,0,10,0.0,"28_batch_size=4,freeze=False,lr=0.0005,model=vgg19,with_mlp=False",0.0005,4,10,False,vgg19,False
9ac02_00029,0.693113017285991,51.70940170940172,0.6816901408450705,0.5170940170940171,1.0,59.77437448501587,True,,,10,562f2a44c87047c6b0005287bccb5e5b,2023-01-13_01-19-54,1673561994,600.4321417808533,25096,DESKTOP-G9R02TV,127.0.0.1,600.4321417808533,0,10,0.0,"29_batch_size=8,freeze=False,lr=0.0005,model=vgg19,with_mlp=False",0.0005,8,10,False,vgg19,False
9ac02_00030,0.6612037593482906,67.52136752136752,0.6513761467889907,0.7319587628865979,0.5867768595041323,67.45023083686829,True,,,10,e21837dc21d94358a661bd2928877bba,2023-01-13_01-31-18,1673562678,679.1671466827393,10148,DESKTOP-G9R02TV,127.0.0.1,679.1671466827393,0,10,0.0,"30_batch_size=2,freeze=True,lr=0.0001,model=vgg19,with_mlp=False",0.0001,2,10,True,vgg19,False
9ac02_00031,0.7044849232730702,62.39316239316239,0.4761904761904761,0.851063829787234,0.3305785123966942,64.89650702476501,True,,,10,4f95216849244fd7a6a95ca1efad177c,2023-01-13_01-42-13,1673563333,650.5247671604156,12296,DESKTOP-G9R02TV,127.0.0.1,650.5247671604156,0,10,0.0,"31_batch_size=4,freeze=True,lr=0.0001,model=vgg19,with_mlp=False",0.0001,4,10,True,vgg19,False
9ac02_00032,0.6449417375091814,64.95726495726495,0.5729166666666666,0.7746478873239436,0.45454545454545453,55.6882541179657,True,,,10,8e142c72c9684a3eae351bf39f9b1104,2023-01-13_01-51-37,1673563897,559.801869392395,2860,DESKTOP-G9R02TV,127.0.0.1,559.801869392395,0,10,0.0,"32_batch_size=8,freeze=True,lr=0.0001,model=vgg19,with_mlp=False",0.0001,8,10,True,vgg19,False
9ac02_00033,0.6934008476061698,48.29059829059829,0.0,1.0,0.0,79.86254549026489,True,,,10,3efe42f100aa4f9cb63475165022f25d,2023-01-13_02-05-05,1673564705,803.2806994915009,12056,DESKTOP-G9R02TV,127.0.0.1,803.2806994915009,0,10,0.0,"33_batch_size=2,freeze=False,lr=0.0001,model=vgg19,with_mlp=False",0.0001,2,10,False,vgg19,False
9ac02_00034,0.6923114091922076,51.70940170940172,0.6816901408450705,0.5170940170940171,1.0,68.06286597251892,True,,,10,ec522f6e52d64f49bcdd80e53a9ffed5,2023-01-13_02-16-37,1673565397,686.448169708252,5980,DESKTOP-G9R02TV,127.0.0.1,686.448169708252,0,10,0.0,"34_batch_size=4,freeze=False,lr=0.0001,model=vgg19,with_mlp=False",0.0001,4,10,False,vgg19,False
9ac02_00035,0.6926217364449786,51.70940170940172,0.6816901408450705,0.5170940170940171,1.0,59.50393342971802,True,,,10,4c03dbf5ced3433d8c6a736aa2e6625f,2023-01-13_02-26-40,1673566000,598.9946346282959,2316,DESKTOP-G9R02TV,127.0.0.1,598.9946346282959,0,10,0.0,"35_batch_size=8,freeze=False,lr=0.0001,model=vgg19,with_mlp=False",0.0001,8,10,False,vgg19,False
9ac02_00036,0.6773393419053819,67.09401709401709,0.5882352941176471,0.8333333333333334,0.45454545454545453,67.47326183319092,True,,,10,a334ee40612c40da95b4259870bacce0,2023-01-13_02-38-02,1673566682,677.8585612773895,17416,DESKTOP-G9R02TV,127.0.0.1,677.8585612773895,0,10,0.0,"36_batch_size=2,freeze=True,lr=0.0001,model=vgg19,with_mlp=False",5e-05,2,10,True,vgg19,False
9ac02_00037,0.7190496330587273,61.965811965811966,0.4733727810650888,0.8333333333333334,0.3305785123966942,64.73655700683594,True,,,10,238fbb1e387e48a999dbe1a999b3568a,2023-01-13_02-48-56,1673567336,650.0310499668121,15364,DESKTOP-G9R02TV,127.0.0.1,650.0310499668121,0,10,0.0,"37_batch_size=4,freeze=True,lr=0.0001,model=vgg19,with_mlp=False",5e-05,4,10,True,vgg19,False
9ac02_00038,0.7053601517636552,61.965811965811966,0.4733727810650888,0.8333333333333334,0.3305785123966942,55.649131059646606,True,,,10,0a40a1e259484f44b6481f4ce654a651,2023-01-13_02-58-22,1673567902,560.6449451446533,26048,DESKTOP-G9R02TV,127.0.0.1,560.6449451446533,0,10,0.0,"38_batch_size=8,freeze=True,lr=0.0001,model=vgg19,with_mlp=False",5e-05,8,10,True,vgg19,False
9ac02_00039,0.6927321344359308,51.70940170940172,0.6816901408450705,0.5170940170940171,1.0,79.89777398109436,True,,,10,5b3185a45891452089d9e4d831374f7d,2023-01-13_03-11-50,1673568710,803.0864984989166,26180,DESKTOP-G9R02TV,127.0.0.1,803.0864984989166,0,10,0.015621662139892578,"39_batch_size=2,freeze=False,lr=0.0001,model=vgg19,with_mlp=False",5e-05,2,10,False,vgg19,False
9ac02_00040,0.6517902602497329,63.67521367521367,0.53551912568306,0.7903225806451613,0.4049586776859504,68.5481014251709,True,,,10,441e98e43c014545bda789ce80f33730,2023-01-13_03-23-21,1673569401,686.4003839492798,7872,DESKTOP-G9R02TV,127.0.0.1,686.4003839492798,0,10,0.0,"40_batch_size=4,freeze=False,lr=0.0001,model=vgg19,with_mlp=False",5e-05,4,10,False,vgg19,False
9ac02_00041,0.6884720631134815,51.70940170940172,0.6816901408450705,0.5170940170940171,1.0,60.093647718429565,True,,,10,7bb9039c7cbf4b1b9a7f220d20d838d3,2023-01-13_03-33-25,1673570005,599.4241206645966,21948,DESKTOP-G9R02TV,127.0.0.1,599.4241206645966,0,10,0.015598058700561523,"41_batch_size=8,freeze=False,lr=0.0001,model=vgg19,with_mlp=False",5e-05,8,10,False,vgg19,False
9ac02_00042,0.6230629162910657,66.66666666666666,0.6320754716981133,0.7362637362637363,0.5537190082644629,68.1871407032013,True,,,10,fa4f4d698041498caf2680f1ab32c95e,2023-01-13_03-44-51,1673570691,680.5399131774902,4304,DESKTOP-G9R02TV,127.0.0.1,680.5399131774902,0,10,0.0,"42_batch_size=2,freeze=True,lr=0.0000,model=vgg19,with_mlp=False",1e-05,2,10,True,vgg19,False
9ac02_00043,0.6364418094993657,67.09401709401709,0.5925925925925926,0.8235294117647058,0.4628099173553719,64.90288066864014,True,,,10,544183a6a92c41f3bb6cf6dc841e5704,2023-01-13_03-55-47,1673571347,651.5542206764221,25684,DESKTOP-G9R02TV,127.0.0.1,651.5542206764221,0,10,0.0,"43_batch_size=4,freeze=True,lr=0.0000,model=vgg19,with_mlp=False",1e-05,4,10,True,vgg19,False
9ac02_00044,0.6496305547208867,65.8119658119658,0.5555555555555556,0.847457627118644,0.4132231404958678,55.739092111587524,True,,,10,775785af61c048d98a7579bc7108958f,2023-01-13_04-05-11,1673571911,559.8814685344696,11156,DESKTOP-G9R02TV,127.0.0.1,559.8814685344696,0,10,0.015616416931152344,"44_batch_size=8,freeze=True,lr=0.0000,model=vgg19,with_mlp=False",1e-05,8,10,True,vgg19,False
9ac02_00045,1.512233375484108,57.26495726495726,0.626865671641791,0.5714285714285714,0.6942148760330579,79.73316693305969,True,,,10,55d01b66803b4be1b1783407cbbec8f0,2023-01-13_04-18-38,1673572718,801.2665226459503,25140,DESKTOP-G9R02TV,127.0.0.1,801.2665226459503,0,10,0.0,"45_batch_size=2,freeze=False,lr=0.0000,model=vgg19,with_mlp=False",1e-05,2,10,False,vgg19,False
9ac02_00046,1.876741719042134,57.692307692307686,0.5822784810126583,0.5948275862068966,0.5702479338842975,68.45956587791443,True,,,10,f9ac81de36114d91985d74b76ae3bb34,2023-01-13_04-30-08,1673573408,686.0301027297974,26184,DESKTOP-G9R02TV,127.0.0.1,686.0301027297974,0,10,0.0,"46_batch_size=4,freeze=False,lr=0.0000,model=vgg19,with_mlp=False",1e-05,4,10,False,vgg19,False
9ac02_00047,1.8279013348440838,57.26495726495726,0.6296296296296297,0.5704697986577181,0.7024793388429752,59.56540322303772,True,,,10,4702f9d67afe4510a6b31505ba145f94,2023-01-13_04-40-11,1673574011,598.8700540065765,5544,DESKTOP-G9R02TV,127.0.0.1,598.8700540065765,0,10,0.015594482421875,"47_batch_size=8,freeze=False,lr=0.0000,model=vgg19,with_mlp=False",1e-05,8,10,False,vgg19,False
