loss,accuracy,f1_score,precision,recall,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.6832921606862646,55.12820512820513,0.5205479452054794,0.5533980582524272,0.49137931034482757,81.01351714134216,False,,,1,06450_00009,ccd35fcd9fc14e149d92a5662937a3fb,2023-01-10_20-07-59,1673370479,81.01351714134216,28112,DESKTOP-G9R02TV,127.0.0.1,81.01351714134216,0,1,0.0
0.6730912689469818,55.98290598290598,0.6385964912280702,0.5384615384615384,0.7844827586206896,79.85705518722534,False,,,2,06450_00009,ccd35fcd9fc14e149d92a5662937a3fb,2023-01-10_20-09-19,1673370559,160.8705723285675,28112,DESKTOP-G9R02TV,127.0.0.1,160.8705723285675,0,2,0.0
0.6562231340978899,66.23931623931624,0.6666666666666666,0.6528925619834711,0.6810344827586207,79.6841688156128,False,,,3,06450_00009,ccd35fcd9fc14e149d92a5662937a3fb,2023-01-10_20-10-39,1673370639,240.5547411441803,28112,DESKTOP-G9R02TV,127.0.0.1,240.5547411441803,0,3,0.0
0.6487533047667935,65.8119658119658,0.696969696969697,0.6216216216216216,0.7931034482758621,79.91653800010681,False,,,4,06450_00009,ccd35fcd9fc14e149d92a5662937a3fb,2023-01-10_20-11-58,1673370718,320.4712791442871,28112,DESKTOP-G9R02TV,127.0.0.1,320.4712791442871,0,4,0.0
0.6361319387060964,69.23076923076923,0.6974789915966386,0.680327868852459,0.7155172413793104,79.40028500556946,False,,,5,06450_00009,ccd35fcd9fc14e149d92a5662937a3fb,2023-01-10_20-13-18,1673370798,399.87156414985657,28112,DESKTOP-G9R02TV,127.0.0.1,399.87156414985657,0,5,0.0
0.6290375799195379,70.94017094017094,0.6964285714285714,0.7222222222222222,0.6724137931034483,79.30635738372803,False,,,6,06450_00009,ccd35fcd9fc14e149d92a5662937a3fb,2023-01-10_20-14-37,1673370877,479.1779215335846,28112,DESKTOP-G9R02TV,127.0.0.1,479.1779215335846,0,6,0.0
0.6300851544763288,65.8119658119658,0.7037037037037038,0.6168831168831169,0.8189655172413793,79.28596544265747,False,,,7,06450_00009,ccd35fcd9fc14e149d92a5662937a3fb,2023-01-10_20-15-56,1673370956,558.4638869762421,28112,DESKTOP-G9R02TV,127.0.0.1,558.4638869762421,0,7,0.0
0.6179873474642762,67.52136752136752,0.6935483870967741,0.6515151515151515,0.7413793103448276,79.25315594673157,False,,,8,06450_00009,ccd35fcd9fc14e149d92a5662937a3fb,2023-01-10_20-17-16,1673371036,637.7170429229736,28112,DESKTOP-G9R02TV,127.0.0.1,637.7170429229736,0,8,0.0
0.6098067454802685,69.65811965811966,0.6635071090047393,0.7368421052631579,0.603448275862069,79.31455588340759,False,,,9,06450_00009,ccd35fcd9fc14e149d92a5662937a3fb,2023-01-10_20-18-35,1673371115,717.0315988063812,28112,DESKTOP-G9R02TV,127.0.0.1,717.0315988063812,0,9,0.0
0.6205426729642428,63.24786324786324,0.6971830985915491,0.5892857142857143,0.853448275862069,79.29653692245483,False,,,10,06450_00009,ccd35fcd9fc14e149d92a5662937a3fb,2023-01-10_20-19-54,1673371194,796.3281357288361,28112,DESKTOP-G9R02TV,127.0.0.1,796.3281357288361,0,10,0.0
0.6010205521542802,70.94017094017094,0.6964285714285714,0.7222222222222222,0.6724137931034483,79.29520964622498,False,,,11,06450_00009,ccd35fcd9fc14e149d92a5662937a3fb,2023-01-10_20-21-14,1673371274,875.623345375061,28112,DESKTOP-G9R02TV,127.0.0.1,875.623345375061,0,11,0.0
0.5984733125083467,70.08547008547008,0.6956521739130435,0.7017543859649122,0.6896551724137931,79.4569079875946,False,,,12,06450_00009,ccd35fcd9fc14e149d92a5662937a3fb,2023-01-10_20-22-33,1673371353,955.0802533626556,28112,DESKTOP-G9R02TV,127.0.0.1,955.0802533626556,0,12,0.0
0.5950203920022036,72.22222222222221,0.6919431279620853,0.7684210526315789,0.6293103448275862,79.29819226264954,False,,,13,06450_00009,ccd35fcd9fc14e149d92a5662937a3fb,2023-01-10_20-23-52,1673371432,1034.3784456253052,28112,DESKTOP-G9R02TV,127.0.0.1,1034.3784456253052,0,13,0.0
0.5914097973424145,69.23076923076923,0.6896551724137931,0.6896551724137931,0.6896551724137931,79.6007924079895,False,,,14,06450_00009,ccd35fcd9fc14e149d92a5662937a3fb,2023-01-10_20-25-12,1673371512,1113.9792380332947,28112,DESKTOP-G9R02TV,127.0.0.1,1113.9792380332947,0,14,0.0
0.5890405769022102,70.08547008547008,0.6956521739130435,0.7017543859649122,0.6896551724137931,79.64415264129639,False,,,15,06450_00009,ccd35fcd9fc14e149d92a5662937a3fb,2023-01-10_20-26-32,1673371592,1193.623390674591,28112,DESKTOP-G9R02TV,127.0.0.1,1193.623390674591,0,15,0.0
0.5931121304503872,66.66666666666666,0.6953125000000001,0.6357142857142857,0.7672413793103449,79.1119818687439,False,,,16,06450_00009,ccd35fcd9fc14e149d92a5662937a3fb,2023-01-10_20-27-51,1673371671,1272.735372543335,28112,DESKTOP-G9R02TV,127.0.0.1,1272.735372543335,0,16,0.0
0.5818664029113247,73.07692307692307,0.7069767441860466,0.7676767676767676,0.6551724137931034,79.29167890548706,False,,,17,06450_00009,ccd35fcd9fc14e149d92a5662937a3fb,2023-01-10_20-29-10,1673371750,1352.027051448822,28112,DESKTOP-G9R02TV,127.0.0.1,1352.027051448822,0,17,0.0
