loss,accuracy,f1_score,precision,recall,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.8676300048828125,51.70940170940172,0.0,1.0,0.0,55.405964851379395,False,,,1,6ba6d_00057,9c6ce2b3049447a49e0cc4c217aee818,2022-11-30_09-39-57,1669790397,55.405964851379395,30340,DESKTOP-G9R02TV,127.0.0.1,55.405964851379395,0,1,0.015619516372680664
0.694656241653312,51.70940170940172,0.0,1.0,0.0,53.22689485549927,False,,,2,6ba6d_00057,9c6ce2b3049447a49e0cc4c217aee818,2022-11-30_09-40-50,1669790450,108.63285970687866,30340,DESKTOP-G9R02TV,127.0.0.1,108.63285970687866,0,2,0.015619516372680664
0.7006156464927217,51.70940170940172,0.0,1.0,0.0,52.8015353679657,False,,,3,6ba6d_00057,9c6ce2b3049447a49e0cc4c217aee818,2022-11-30_09-41-43,1669790503,161.43439507484436,30340,DESKTOP-G9R02TV,127.0.0.1,161.43439507484436,0,3,0.015619516372680664
0.8403826330462073,51.70940170940172,0.0,1.0,0.0,52.734720945358276,False,,,4,6ba6d_00057,9c6ce2b3049447a49e0cc4c217aee818,2022-11-30_09-42-36,1669790556,214.16911602020264,30340,DESKTOP-G9R02TV,127.0.0.1,214.16911602020264,0,4,0.015619516372680664
0.7116015181582198,50.85470085470085,0.13533834586466167,0.45,0.07964601769911504,53.38605856895447,False,,,5,6ba6d_00057,9c6ce2b3049447a49e0cc4c217aee818,2022-11-30_09-43-29,1669790609,267.5551745891571,30340,DESKTOP-G9R02TV,127.0.0.1,267.5551745891571,0,5,0.015619516372680664
0.8243013039613382,54.700854700854705,0.4361702127659574,0.5466666666666666,0.36283185840707965,53.4382209777832,False,,,6,6ba6d_00057,9c6ce2b3049447a49e0cc4c217aee818,2022-11-30_09-44-23,1669790663,320.9933955669403,30340,DESKTOP-G9R02TV,127.0.0.1,320.9933955669403,0,6,0.015619516372680664
0.6893435747195513,51.70940170940172,0.034188034188034185,0.5,0.017699115044247787,53.67122793197632,False,,,7,6ba6d_00057,9c6ce2b3049447a49e0cc4c217aee818,2022-11-30_09-45-17,1669790717,374.6646234989166,30340,DESKTOP-G9R02TV,127.0.0.1,374.6646234989166,0,7,0.015619516372680664
0.6953022622654581,50.85470085470085,0.017094017094017092,0.25,0.008849557522123894,53.40463423728943,False,,,8,6ba6d_00057,9c6ce2b3049447a49e0cc4c217aee818,2022-11-30_09-46-10,1669790770,428.06925773620605,30340,DESKTOP-G9R02TV,127.0.0.1,428.06925773620605,0,8,0.015619516372680664
0.7046796358548678,50.0,0.23529411764705885,0.45,0.1592920353982301,53.32579326629639,False,,,9,6ba6d_00057,9c6ce2b3049447a49e0cc4c217aee818,2022-11-30_09-47-03,1669790823,481.39505100250244,30340,DESKTOP-G9R02TV,127.0.0.1,481.39505100250244,0,9,0.015619516372680664
0.7009440365000668,51.70940170940172,0.0,1.0,0.0,53.02533578872681,False,,,10,6ba6d_00057,9c6ce2b3049447a49e0cc4c217aee818,2022-11-30_09-47-56,1669790876,534.4203867912292,30340,DESKTOP-G9R02TV,127.0.0.1,534.4203867912292,0,10,0.015619516372680664
0.697181636451656,51.28205128205128,0.033898305084745756,0.4,0.017699115044247787,53.63873648643494,False,,,11,6ba6d_00057,9c6ce2b3049447a49e0cc4c217aee818,2022-11-30_09-48-50,1669790930,588.0591232776642,30340,DESKTOP-G9R02TV,127.0.0.1,588.0591232776642,0,11,0.015619516372680664
0.7279225536900708,52.13675213675214,0.11111111111111112,0.5384615384615384,0.061946902654867256,53.399890661239624,False,,,12,6ba6d_00057,9c6ce2b3049447a49e0cc4c217aee818,2022-11-30_09-49-43,1669790983,641.4590139389038,30340,DESKTOP-G9R02TV,127.0.0.1,641.4590139389038,0,12,0.015619516372680664
0.7094048394097222,50.85470085470085,0.033613445378151266,0.3333333333333333,0.017699115044247787,53.3599157333374,False,,,13,6ba6d_00057,9c6ce2b3049447a49e0cc4c217aee818,2022-11-30_09-50-37,1669791037,694.8189296722412,30340,DESKTOP-G9R02TV,127.0.0.1,694.8189296722412,0,13,0.015619516372680664
0.8644915849734576,54.700854700854705,0.27397260273972607,0.6060606060606061,0.17699115044247787,53.76712203025818,False,,,14,6ba6d_00057,9c6ce2b3049447a49e0cc4c217aee818,2022-11-30_09-51-30,1669791090,748.5860517024994,30340,DESKTOP-G9R02TV,127.0.0.1,748.5860517024994,0,14,0.015619516372680664
0.704453362358941,51.70940170940172,0.0,1.0,0.0,53.45868158340454,False,,,15,6ba6d_00057,9c6ce2b3049447a49e0cc4c217aee818,2022-11-30_09-52-24,1669791144,802.0447332859039,30340,DESKTOP-G9R02TV,127.0.0.1,802.0447332859039,0,15,0.015619516372680664
0.6931338187975761,51.70940170940172,0.0,1.0,0.0,53.31692600250244,False,,,16,6ba6d_00057,9c6ce2b3049447a49e0cc4c217aee818,2022-11-30_09-53-17,1669791197,855.3616592884064,30340,DESKTOP-G9R02TV,127.0.0.1,855.3616592884064,0,16,0.015619516372680664
0.7329285450470753,54.27350427350427,0.40223463687150834,0.5454545454545454,0.3185840707964602,53.02091026306152,False,,,17,6ba6d_00057,9c6ce2b3049447a49e0cc4c217aee818,2022-11-30_09-54-10,1669791250,908.3825695514679,30340,DESKTOP-G9R02TV,127.0.0.1,908.3825695514679,0,17,0.015619516372680664
